Quarter,State,Colonies_Added_And_Replaced,Max_Colonies,Pct_Affected_Deadout,Pct_Affected_Disease,Pct_Affected_Other,Pct_Affected_Pesticides,Pct_Affected_Pests,Pct_Affected_Unknown,Pct_Affected_Varroa_Mites,Num_Renovated,Pct_Renovated,Max_Colonies_Pct_Change,Pct_Affected_Colony_Collapse_Disorder
2021_Q4,CONNECTICUT,140.0,4000.0,5.0,0.6,0.6,0.6,0.6,2.8,20.6,130.0,3.0,-4.761904761904762,2.25
2022_Q1,CONNECTICUT,10.0,4500.0,9.0,1.4,3.5,,2.3,1.2,10.2,170.0,4.0,12.5,1.5555555555555556
2022_Q2,CONNECTICUT,230.0,4100.0,1.0,0.0,1.1,0.0,0.0,0.0,10.9,30.0,1.0,-8.88888888888889,0.0
2022_Q3,CONNECTICUT,80.0,4300.0,2.0,0.5,4.6,1.0,3.3,,9.4,180.0,4.0,4.878048780487805,0.23255813953488372
2022_Q4,CONNECTICUT,20.0,4100.0,8.0,,1.2,0.7,2.3,0.6,12.8,40.0,1.0,-4.651162790697675,0.975609756097561
2023_Q1,CONNECTICUT,480.0,4000.0,9.0,0.0,2.8,0.1,1.8,7.2,10.8,70.0,2.0,-2.4390243902439024,2.5
2023_Q2,CONNECTICUT,690.0,4200.0,5.0,0.8,2.7,0.0,4.9,0.7,66.3,800.0,19.0,5.0,1.9047619047619049
2015_Q1,FLORIDA,54000.0,315000.0,13.0,0.8,5.1,8.9,13.5,4.4,22.3,25000.0,8.0,,
2015_Q2,FLORIDA,44000.0,215000.0,16.0,2.7,13.6,17.7,26.4,5.4,44.2,24000.0,11.0,-31.746031746031743,
2015_Q3,FLORIDA,37000.0,220000.0,16.0,6.7,21.9,22.9,21.7,3.4,39.5,29000.0,13.0,2.3255813953488373,
2015_Q4,FLORIDA,30000.0,260000.0,14.0,2.5,3.0,6.8,18.4,4.2,27.3,28000.0,11.0,18.181818181818183,
2016_Q1,FLORIDA,49000.0,295000.0,14.0,0.4,1.8,4.9,5.8,1.4,23.6,15500.0,5.0,13.461538461538462,
2016_Q2,FLORIDA,43000.0,240000.0,12.0,10.0,10.1,11.6,23.3,2.0,48.2,21000.0,9.0,-18.64406779661017,
2016_Q3,FLORIDA,62000.0,220000.0,11.0,2.7,8.5,9.9,23.4,1.8,45.1,14500.0,7.0,-8.333333333333332,
2016_Q4,FLORIDA,31000.0,300000.0,14.0,7.7,13.6,17.0,27.1,6.5,30.9,11500.0,4.0,36.36363636363637,
2017_Q1,FLORIDA,78000.0,265000.0,11.0,1.5,6.2,14.2,14.8,17.9,37.6,34000.0,13.0,-11.666666666666666,
2017_Q2,FLORIDA,40000.0,255000.0,14.0,6.1,6.5,9.0,14.4,18.9,36.5,50000.0,20.0,-3.7735849056603774,
2017_Q3,FLORIDA,39000.0,180000.0,22.0,3.7,11.4,6.3,13.2,21.5,42.9,42000.0,23.0,-29.411764705882355,
2017_Q4,FLORIDA,55000.0,240000.0,21.0,7.5,7.6,10.4,16.8,26.2,41.4,36000.0,15.0,33.33333333333333,
2018_Q1,FLORIDA,57000.0,255000.0,15.0,4.5,5.5,9.2,15.3,16.0,31.7,38000.0,15.0,6.25,
2018_Q2,FLORIDA,49000.0,275000.0,20.0,9.6,10.1,15.5,27.5,21.1,45.3,68000.0,25.0,7.8431372549019605,
2018_Q3,FLORIDA,53000.0,220000.0,14.0,4.2,14.3,7.6,20.5,9.8,35.0,40000.0,18.0,-20.0,
2018_Q4,FLORIDA,53000.0,290000.0,15.0,9.0,8.0,14.1,22.4,6.7,46.7,20000.0,7.0,31.818181818181817,
2019_Q1,FLORIDA,41000.0,315000.0,15.0,5.5,7.4,22.9,24.8,5.5,46.9,16500.0,5.0,8.620689655172415,1.2380952380952381
2019_Q3,FLORIDA,46000.0,240000.0,8.0,6.3,11.7,18.2,20.7,10.8,44.9,33000.0,14.0,-23.809523809523807,2.5
2019_Q4,FLORIDA,28000.0,300000.0,10.0,7.8,7.8,11.7,25.6,4.8,43.5,15000.0,5.0,25.0,3.3333333333333335
2020_Q1,FLORIDA,41000.0,305000.0,10.0,5.5,8.7,5.3,14.2,10.9,28.0,8000.0,3.0,1.6666666666666667,3.7704918032786887
2020_Q2,FLORIDA,25000.0,310000.0,13.0,3.4,5.9,5.8,16.0,7.9,33.1,18500.0,6.0,1.639344262295082,3.870967741935484
2020_Q3,FLORIDA,36000.0,230000.0,13.0,12.8,7.9,14.8,19.9,10.9,42.2,31000.0,13.0,-25.806451612903224,4.3478260869565215
2020_Q4,FLORIDA,50000.0,290000.0,10.0,10.4,2.3,19.6,21.7,7.5,45.7,17500.0,6.0,26.08695652173913,4.655172413793104
2021_Q1,FLORIDA,47000.0,305000.0,10.0,5.6,6.3,6.6,11.9,3.4,34.6,17000.0,6.0,5.172413793103448,2.459016393442623
2021_Q2,FLORIDA,53000.0,300000.0,11.0,4.3,6.4,10.1,22.9,7.7,43.4,31000.0,10.0,-1.639344262295082,3.0
2021_Q3,FLORIDA,34000.0,255000.0,15.0,7.1,11.4,14.1,20.5,8.7,43.4,27000.0,11.0,-15.0,3.9215686274509802
2021_Q4,FLORIDA,20000.0,310000.0,12.0,5.9,8.8,9.1,19.0,13.6,28.9,11000.0,4.0,21.568627450980394,3.387096774193549
2022_Q1,FLORIDA,50000.0,295000.0,8.0,3.7,6.4,9.8,13.1,8.2,39.0,13500.0,5.0,-4.838709677419355,1.2542372881355932
2022_Q2,FLORIDA,56000.0,310000.0,15.0,5.7,12.2,8.2,15.3,6.3,31.8,44000.0,14.0,5.084745762711865,1.7741935483870968
2022_Q3,FLORIDA,38000.0,285000.0,20.0,1.7,14.2,13.9,30.8,16.6,56.5,29000.0,10.0,-8.064516129032258,2.807017543859649
2022_Q4,FLORIDA,30000.0,300000.0,20.0,3.5,7.8,14.2,14.7,7.0,33.2,40000.0,13.0,5.263157894736842,5.833333333333333
2023_Q1,FLORIDA,51000.0,305000.0,11.0,3.5,4.2,5.6,11.1,8.5,28.1,18500.0,6.0,1.6666666666666667,2.1311475409836063
2023_Q2,FLORIDA,56000.0,295000.0,14.0,7.1,15.1,18.2,21.8,7.7,49.5,23000.0,8.0,-3.278688524590164,4.915254237288136
2015_Q1,GEORGIA,47000.0,105000.0,14.0,3.3,4.8,2.6,4.9,10.5,6.2,9500.0,9.0,,
2015_Q2,GEORGIA,25000.0,124000.0,19.0,2.9,11.5,28.7,17.5,4.1,52.8,19000.0,15.0,18.095238095238095,
2015_Q3,GEORGIA,19500.0,110000.0,12.0,3.6,8.9,21.2,16.2,3.6,47.6,15500.0,14.0,-11.29032258064516,
2015_Q4,GEORGIA,4400.0,121000.0,15.0,5.3,3.7,4.5,13.9,1.3,43.5,1900.0,2.0,10.0,
2016_Q1,GEORGIA,36000.0,100000.0,16.0,2.1,3.2,21.4,7.8,3.9,32.3,3200.0,3.0,-17.355371900826448,
2016_Q2,GEORGIA,17500.0,111000.0,10.0,2.0,11.7,28.4,28.4,2.7,59.3,3600.0,3.0,11.0,
2016_Q3,GEORGIA,12500.0,103000.0,13.0,2.4,7.6,12.1,16.4,4.5,30.7,2300.0,2.0,-7.207207207207207,
2016_Q4,GEORGIA,12000.0,112000.0,10.0,3.7,4.1,7.6,8.6,2.5,43.6,450.0,0.0,8.737864077669903,
2017_Q1,GEORGIA,25000.0,125000.0,11.0,0.2,4.4,2.6,7.0,1.8,35.3,21000.0,17.0,11.607142857142858,
2017_Q2,GEORGIA,21000.0,137000.0,9.0,1.0,6.5,6.6,5.8,2.8,34.1,31000.0,23.0,9.6,
2017_Q3,GEORGIA,19000.0,122000.0,13.0,2.3,15.1,14.1,18.0,6.9,47.6,23000.0,19.0,-10.948905109489052,
2017_Q4,GEORGIA,4300.0,145000.0,14.0,12.3,3.6,15.3,15.1,4.6,56.8,2200.0,2.0,18.852459016393443,
2018_Q1,GEORGIA,29000.0,139000.0,18.0,0.9,27.1,14.8,18.7,2.1,39.6,39000.0,28.0,-4.137931034482759,
2018_Q2,GEORGIA,35000.0,137000.0,13.0,13.8,31.4,14.8,25.9,10.1,53.0,16000.0,12.0,-1.4388489208633095,
2018_Q3,GEORGIA,27000.0,138000.0,12.0,2.4,6.0,27.7,20.4,7.2,49.8,33000.0,24.0,0.7299270072992701,
2018_Q4,GEORGIA,6500.0,164000.0,12.0,9.2,5.6,6.9,17.4,7.8,41.4,49000.0,30.0,18.84057971014493,
2019_Q1,GEORGIA,19500.0,129000.0,11.0,7.4,10.6,9.6,17.8,4.9,69.6,8000.0,6.0,-21.341463414634145,1.7829457364341086
2019_Q3,GEORGIA,12000.0,118000.0,11.0,1.6,17.1,25.8,18.6,4.6,52.5,36000.0,31.0,-8.527131782945736,7.203389830508475
2019_Q4,GEORGIA,10500.0,131000.0,15.0,5.6,2.6,9.1,18.2,4.4,34.3,10500.0,8.0,11.016949152542372,8.396946564885496
2020_Q1,GEORGIA,41000.0,119000.0,12.0,,,,3.4,7.5,50.9,22000.0,18.0,-9.16030534351145,7.142857142857142
2020_Q2,GEORGIA,18500.0,147000.0,7.0,6.9,7.9,2.9,19.6,13.4,47.9,20000.0,14.0,23.52941176470588,2.2448979591836733
2020_Q3,GEORGIA,22000.0,163000.0,14.0,3.5,5.3,3.4,22.5,13.0,49.6,35000.0,21.0,10.884353741496598,6.134969325153374
2020_Q4,GEORGIA,11000.0,174000.0,17.0,1.8,1.9,7.5,12.9,6.7,35.5,11000.0,6.0,6.748466257668712,5.747126436781609
2021_Q1,GEORGIA,34000.0,120000.0,17.0,8.9,4.1,1.5,14.4,4.6,47.9,14500.0,12.0,-31.03448275862069,5.416666666666667
2021_Q2,GEORGIA,25000.0,135000.0,16.0,5.2,5.2,2.8,13.8,5.8,44.7,18500.0,14.0,12.5,2.888888888888889
2021_Q3,GEORGIA,28000.0,123000.0,18.0,4.8,13.4,12.0,32.2,7.6,63.9,35000.0,28.0,-8.88888888888889,5.284552845528456
2021_Q4,GEORGIA,12500.0,132000.0,18.0,0.5,5.7,7.8,24.7,7.2,41.0,12000.0,9.0,7.317073170731707,5.681818181818182
2022_Q1,GEORGIA,26000.0,119000.0,12.0,0.6,5.9,5.1,17.4,3.0,41.2,18000.0,15.0,-9.848484848484848,5.88235294117647
2022_Q2,GEORGIA,27000.0,131000.0,20.0,1.4,8.3,6.1,9.0,5.7,35.9,47000.0,36.0,10.084033613445378,3.6641221374045805
2022_Q3,GEORGIA,18500.0,118000.0,19.0,7.0,16.3,5.6,21.4,10.1,49.4,39000.0,33.0,-9.923664122137405,4.661016949152542
2022_Q4,GEORGIA,18000.0,133000.0,23.0,3.3,8.5,3.7,11.5,2.1,33.5,17000.0,13.0,12.711864406779661,3.684210526315789
2023_Q1,GEORGIA,18500.0,121000.0,11.0,,1.7,7.7,1.3,7.4,31.2,8000.0,7.0,-9.022556390977442,4.049586776859504
2023_Q2,GEORGIA,25000.0,131000.0,16.0,2.4,9.8,3.9,12.2,7.1,30.2,42000.0,32.0,8.264462809917356,5.343511450381679
2015_Q1,HAWAII,3400.0,10500.0,4.0,1.6,2.0,0.0,37.7,0.0,38.8,760.0,7.0,,
2015_Q2,HAWAII,1100.0,13500.0,1.0,0.3,3.2,0.1,61.0,0.1,60.1,1200.0,9.0,28.57142857142857,
2015_Q3,HAWAII,1200.0,14500.0,19.0,0.1,2.5,0.1,80.5,0.0,78.1,5500.0,38.0,7.4074074074074066,
2015_Q4,HAWAII,2700.0,13000.0,5.0,0.2,0.0,0.0,33.9,0.0,31.0,760.0,6.0,-10.344827586206897,
2016_Q1,HAWAII,570.0,15000.0,2.0,0.0,0.8,0.1,1.5,0.0,0.3,530.0,4.0,15.384615384615385,
2016_Q2,HAWAII,870.0,13500.0,6.0,0.0,3.2,0.6,38.1,0.0,35.6,0.0,0.0,-10.0,
2016_Q3,HAWAII,430.0,13500.0,4.0,0.1,0.0,0.8,75.3,0.0,67.8,820.0,6.0,0.0,
2016_Q4,HAWAII,60.0,13500.0,7.0,0.0,0.2,0.1,40.8,0.1,39.9,840.0,6.0,0.0,
2017_Q1,HAWAII,510.0,13000.0,1.0,0.2,0.1,0.0,2.1,0.1,1.2,50.0,,-3.7037037037037033,
2017_Q2,HAWAII,3000.0,12000.0,1.0,,0.4,0.0,3.7,0.0,88.9,920.0,8.0,-7.6923076923076925,
2017_Q3,HAWAII,430.0,15000.0,7.0,0.3,2.0,0.0,4.3,,2.8,20.0,,25.0,
2017_Q4,HAWAII,970.0,15000.0,1.0,0.1,0.1,0.0,66.1,0.0,57.2,290.0,2.0,0.0,
2018_Q1,HAWAII,1200.0,17000.0,9.0,0.1,0.1,0.0,84.5,,83.0,5000.0,29.0,13.333333333333334,
2018_Q2,HAWAII,330.0,16500.0,2.0,0.4,0.8,0.0,91.9,0.2,88.3,3100.0,19.0,-2.941176470588235,
2018_Q3,HAWAII,1700.0,16500.0,11.0,0.1,0.1,0.1,89.4,0.0,88.3,3000.0,18.0,0.0,
2018_Q4,HAWAII,1700.0,16000.0,6.0,,0.1,0.0,83.3,0.0,70.5,6000.0,38.0,-3.0303030303030303,
2019_Q1,HAWAII,660.0,16500.0,2.0,0.1,2.9,0.7,64.9,0.0,72.1,3700.0,22.0,3.125,0.48484848484848486
2019_Q3,HAWAII,200.0,17000.0,1.0,0.3,1.3,0.0,39.0,0.2,37.2,6000.0,35.0,3.0303030303030303,0.0
2019_Q4,HAWAII,300.0,17000.0,8.0,0.2,0.1,1.0,61.8,0.0,44.0,50.0,,0.0,0.35294117647058826
2020_Q1,HAWAII,1300.0,16000.0,11.0,,,0.0,60.8,,75.3,2200.0,14.0,-5.88235294117647,1.625
2020_Q2,HAWAII,3000.0,15500.0,0.0,1.0,1.1,0.0,41.1,0.0,43.1,2300.0,15.0,-3.125,0.0
2020_Q3,HAWAII,4000.0,18500.0,3.0,,0.5,,63.5,,62.7,3400.0,18.0,19.35483870967742,0.16216216216216214
2020_Q4,HAWAII,200.0,22000.0,12.0,,2.9,0.0,65.2,0.0,57.2,370.0,2.0,18.91891891891892,0.18181818181818182
2021_Q1,HAWAII,2300.0,19500.0,4.0,0.0,4.7,0.0,52.2,0.0,53.0,1600.0,8.0,-11.363636363636363,0.20512820512820512
2021_Q2,HAWAII,490.0,21000.0,2.0,0.0,,0.0,60.8,,92.6,1200.0,6.0,7.6923076923076925,0.8571428571428572
2021_Q3,HAWAII,100.0,21000.0,5.0,,0.0,18.0,19.0,0.9,29.6,520.0,2.0,0.0,0.0
2021_Q4,HAWAII,1100.0,20000.0,1.0,19.7,0.0,0.0,64.2,0.0,66.1,530.0,3.0,-4.761904761904762,0.0
2022_Q1,HAWAII,,,,,,,,,,,,,
2022_Q2,HAWAII,,,,,,,,,,,,,
2015_Q1,IDAHO,2600.0,88000.0,4.0,12.5,8.9,4.8,6.7,4.9,39.8,8000.0,9.0,,
2015_Q2,IDAHO,16500.0,72000.0,9.0,6.5,13.7,6.0,6.7,0.3,25.5,10500.0,15.0,-18.181818181818183,
2015_Q3,IDAHO,5500.0,128000.0,11.0,1.7,2.2,10.0,5.2,6.4,46.8,11500.0,9.0,77.77777777777779,
2015_Q4,IDAHO,5500.0,145000.0,15.0,4.3,2.8,4.0,0.6,4.5,38.9,5500.0,4.0,13.28125,
2016_Q1,IDAHO,5500.0,98000.0,9.0,2.1,5.4,5.9,2.3,1.4,31.5,3300.0,3.0,-32.41379310344827,
2016_Q2,IDAHO,19000.0,80000.0,8.0,2.7,5.4,3.1,4.8,2.7,21.2,5500.0,7.0,-18.367346938775512,
2016_Q3,IDAHO,1900.0,131000.0,10.0,4.5,6.0,7.6,4.7,3.3,25.3,2800.0,2.0,63.74999999999999,
2016_Q4,IDAHO,5000.0,143000.0,11.0,4.8,4.2,0.2,0.8,3.0,31.9,420.0,0.0,9.16030534351145,
2017_Q1,IDAHO,2000.0,99000.0,9.0,42.3,1.7,21.2,42.3,0.4,74.2,280.0,,-30.76923076923077,
2017_Q2,IDAHO,22000.0,78000.0,13.0,4.0,7.8,8.3,6.4,4.8,30.5,31000.0,40.0,-21.21212121212121,
2017_Q3,IDAHO,9000.0,116000.0,10.0,6.7,9.5,15.5,19.1,5.1,53.7,16500.0,14.0,48.717948717948715,
2017_Q4,IDAHO,10000.0,164000.0,5.0,17.7,1.7,14.9,16.9,0.2,34.0,5000.0,3.0,41.37931034482759,
2018_Q1,IDAHO,2500.0,168000.0,13.0,0.8,3.4,3.4,5.7,0.4,28.3,2600.0,2.0,2.4390243902439024,
2018_Q2,IDAHO,14500.0,94000.0,7.0,3.0,4.1,18.5,3.7,4.4,51.6,29000.0,31.0,-44.047619047619044,
2018_Q3,IDAHO,15000.0,101000.0,14.0,14.6,13.8,26.5,5.4,5.7,83.6,21000.0,21.0,7.446808510638298,
2018_Q4,IDAHO,9000.0,159000.0,9.0,9.6,7.0,15.9,47.4,4.5,64.9,910.0,1.0,57.42574257425742,
2019_Q1,IDAHO,4600.0,145000.0,9.0,8.0,8.6,9.2,8.0,,24.5,1100.0,1.0,-8.80503144654088,2.5517241379310347
2019_Q3,IDAHO,8500.0,111000.0,9.0,21.7,18.5,9.9,15.4,0.8,59.9,12500.0,11.0,-23.448275862068964,0.990990990990991
2019_Q4,IDAHO,1800.0,196000.0,8.0,5.4,9.9,10.5,4.3,1.1,20.3,1000.0,1.0,76.57657657657657,1.683673469387755
2020_Q1,IDAHO,4400.0,168000.0,11.0,,2.1,2.8,0.8,1.9,10.4,920.0,1.0,-14.285714285714285,3.273809523809524
2020_Q2,IDAHO,22000.0,81000.0,22.0,11.1,6.9,8.6,10.9,5.8,44.2,29000.0,36.0,-51.78571428571429,2.9629629629629632
2020_Q3,IDAHO,18500.0,85000.0,13.0,6.7,9.0,10.9,2.6,3.8,45.0,8500.0,10.0,4.938271604938271,2.235294117647059
2020_Q4,IDAHO,8000.0,180000.0,11.0,4.3,4.8,4.8,8.9,5.4,52.1,1700.0,1.0,111.76470588235294,2.4444444444444446
2021_Q1,IDAHO,11000.0,193000.0,8.0,0.0,1.6,8.9,9.9,1.5,30.0,9000.0,5.0,7.222222222222221,2.5906735751295336
2021_Q2,IDAHO,40000.0,120000.0,16.0,5.4,2.0,9.9,1.9,6.2,31.9,19000.0,16.0,-37.82383419689119,2.833333333333333
2021_Q3,IDAHO,7000.0,135000.0,3.0,2.6,7.0,7.0,1.8,1.5,55.2,3000.0,2.0,12.5,0.7407407407407408
2021_Q4,IDAHO,250.0,230000.0,10.0,4.9,4.0,12.0,8.0,11.2,58.1,4300.0,2.0,70.37037037037037,4.565217391304348
2022_Q1,IDAHO,7500.0,215000.0,4.0,,1.4,35.5,1.1,1.3,57.0,1000.0,,-6.521739130434782,2.186046511627907
2022_Q2,IDAHO,35000.0,111000.0,17.0,5.6,9.5,13.7,13.1,3.5,32.6,8500.0,8.0,-48.372093023255815,2.5225225225225225
2022_Q3,IDAHO,3500.0,112000.0,8.0,5.0,9.5,9.8,4.9,3.7,44.0,12000.0,11.0,0.9009009009009009,3.571428571428571
2022_Q4,IDAHO,40000.0,154000.0,14.0,2.2,2.0,4.1,2.8,10.8,17.8,6000.0,4.0,37.5,5.51948051948052
2023_Q1,IDAHO,4000.0,167000.0,7.0,,1.2,5.3,2.8,6.0,12.1,8000.0,5.0,8.441558441558442,8.383233532934131
2023_Q2,IDAHO,22000.0,132000.0,5.0,5.9,1.3,5.7,6.7,1.4,40.9,11000.0,8.0,-20.958083832335326,1.4393939393939394
2015_Q1,ILLINOIS,2300.0,10500.0,40.0,0.7,12.6,0.4,6.9,11.6,12.3,390.0,4.0,,
2015_Q2,ILLINOIS,6000.0,9500.0,14.0,0.2,2.3,2.5,3.7,2.4,10.3,1500.0,16.0,-9.523809523809524,
2015_Q3,ILLINOIS,1300.0,14000.0,10.0,0.6,3.4,0.4,3.0,1.0,7.7,1100.0,8.0,47.368421052631575,
2015_Q4,ILLINOIS,0.0,14000.0,5.0,0.3,1.0,0.9,2.5,3.1,9.4,30.0,0.0,0.0,
2016_Q1,ILLINOIS,860.0,9500.0,15.0,0.3,4.6,2.6,6.4,8.6,12.4,40.0,0.0,-32.142857142857146,
2016_Q2,ILLINOIS,2200.0,9000.0,8.0,2.0,4.7,3.1,4.4,2.1,11.4,380.0,4.0,-5.263157894736842,
2016_Q3,ILLINOIS,850.0,11000.0,12.0,0.7,2.9,4.3,7.9,1.6,17.4,310.0,3.0,22.22222222222222,
2016_Q4,ILLINOIS,0.0,9000.0,8.0,1.2,3.9,5.6,11.7,4.8,27.8,0.0,0.0,-18.181818181818183,
2017_Q1,ILLINOIS,3100.0,11000.0,26.0,0.5,9.9,3.7,13.1,8.0,21.2,150.0,1.0,22.22222222222222,
2017_Q2,ILLINOIS,3600.0,12000.0,10.0,0.7,5.6,3.0,4.3,1.5,11.3,1600.0,13.0,9.090909090909092,
2017_Q3,ILLINOIS,710.0,13000.0,8.0,2.8,4.6,2.8,14.2,3.3,29.9,1200.0,9.0,8.333333333333332,
2017_Q4,ILLINOIS,140.0,13500.0,13.0,0.8,4.9,7.9,10.2,4.9,28.9,460.0,3.0,3.8461538461538463,
2018_Q1,ILLINOIS,1000.0,10500.0,23.0,3.6,10.4,3.5,11.2,10.9,25.7,630.0,6.0,-22.22222222222222,
2018_Q2,ILLINOIS,5000.0,10500.0,22.0,6.7,9.9,6.6,7.8,2.4,13.7,2900.0,28.0,0.0,
2018_Q3,ILLINOIS,700.0,11000.0,6.0,2.1,1.5,5.1,10.6,7.0,21.2,420.0,4.0,4.761904761904762,
2018_Q4,ILLINOIS,600.0,12000.0,12.0,2.4,6.9,2.8,13.1,5.7,27.2,350.0,3.0,9.090909090909092,
2019_Q1,ILLINOIS,210.0,9000.0,26.0,3.1,15.5,0.7,14.7,10.1,33.3,80.0,1.0,-25.0,5.888888888888888
2019_Q3,ILLINOIS,460.0,13500.0,7.0,0.7,5.5,2.5,8.3,11.5,35.9,1300.0,10.0,50.0,0.7407407407407408
2019_Q4,ILLINOIS,1000.0,13000.0,13.0,1.1,8.9,3.4,27.3,8.9,28.9,1500.0,12.0,-3.7037037037037033,2.923076923076923
2020_Q1,ILLINOIS,2900.0,11500.0,21.0,,7.3,0.0,8.9,10.0,17.2,160.0,1.0,-11.538461538461538,4.521739130434783
2020_Q2,ILLINOIS,4200.0,12000.0,13.0,1.0,11.9,8.3,8.2,4.0,23.5,1700.0,14.0,4.3478260869565215,1.5833333333333335
2020_Q3,ILLINOIS,770.0,14000.0,10.0,1.8,6.6,4.9,15.6,8.4,28.1,690.0,5.0,16.666666666666664,1.2857142857142856
2020_Q4,ILLINOIS,330.0,13000.0,13.0,1.1,2.7,2.9,9.8,6.9,26.4,410.0,3.0,-7.142857142857142,2.3846153846153846
2021_Q1,ILLINOIS,2500.0,13000.0,23.0,1.6,17.9,1.3,12.9,9.4,28.8,200.0,2.0,0.0,2.076923076923077
2021_Q2,ILLINOIS,3700.0,13000.0,8.0,1.6,4.1,3.5,4.5,7.4,32.5,2100.0,16.0,0.0,0.6923076923076923
2021_Q3,ILLINOIS,640.0,14500.0,5.0,1.4,4.4,3.3,9.5,5.7,37.7,1200.0,8.0,11.538461538461538,1.1724137931034484
2021_Q4,ILLINOIS,180.0,12500.0,10.0,2.4,2.3,1.4,9.1,7.2,31.9,810.0,6.0,-13.793103448275861,2.7199999999999998
2022_Q1,ILLINOIS,900.0,11500.0,19.0,2.0,5.4,4.3,6.9,10.6,20.1,140.0,1.0,-8.0,3.3913043478260874
2022_Q2,ILLINOIS,4300.0,9500.0,12.0,3.2,7.3,1.6,7.4,10.6,18.3,2100.0,22.0,-17.391304347826086,1.1578947368421053
2022_Q3,ILLINOIS,730.0,12500.0,9.0,0.7,1.4,11.8,20.1,10.0,37.4,770.0,6.0,31.57894736842105,3.6799999999999997
2022_Q4,ILLINOIS,80.0,11000.0,15.0,0.3,2.3,4.2,9.0,8.9,25.2,460.0,4.0,-12.0,6.2727272727272725
2023_Q1,ILLINOIS,1700.0,9500.0,19.0,0.6,10.5,0.9,9.0,10.0,21.5,320.0,3.0,-13.636363636363635,5.473684210526316
2023_Q2,ILLINOIS,3300.0,9500.0,6.0,3.2,6.7,6.8,13.3,3.7,25.6,700.0,7.0,0.0,2.2105263157894735
2015_Q1,INDIANA,490.0,9500.0,22.0,0.2,22.3,0.3,0.3,11.7,20.7,120.0,1.0,,
2015_Q2,INDIANA,4900.0,12500.0,10.0,7.0,4.4,0.5,1.8,2.0,15.4,4300.0,34.0,31.57894736842105,
2015_Q3,INDIANA,1400.0,15000.0,11.0,4.8,1.0,8.2,10.3,6.2,13.7,420.0,3.0,20.0,
2015_Q4,INDIANA,140.0,11500.0,10.0,6.3,0.6,0.1,0.5,3.7,15.1,0.0,0.0,-23.333333333333332,
2016_Q1,INDIANA,30.0,6500.0,12.0,0.9,7.2,0.3,3.7,5.5,17.4,0.0,0.0,-43.47826086956522,
2016_Q2,INDIANA,2700.0,7000.0,3.0,0.0,2.8,2.1,2.9,4.3,12.5,900.0,13.0,7.6923076923076925,
2016_Q3,INDIANA,450.0,9500.0,6.0,1.2,2.5,0.6,12.4,1.2,50.4,550.0,6.0,35.714285714285715,
2016_Q4,INDIANA,20.0,7500.0,16.0,0.2,1.0,1.4,9.6,3.8,28.2,0.0,0.0,-21.052631578947366,
2017_Q1,INDIANA,1700.0,7500.0,25.0,5.2,10.4,4.1,8.0,7.1,15.8,70.0,1.0,0.0,
2017_Q2,INDIANA,3000.0,11000.0,11.0,0.1,8.6,43.3,2.1,1.2,5.5,510.0,5.0,46.666666666666664,
2017_Q3,INDIANA,420.0,13000.0,7.0,0.4,3.8,3.9,5.9,2.0,13.9,740.0,6.0,18.181818181818183,
2017_Q4,INDIANA,320.0,11500.0,15.0,1.7,3.9,0.7,5.6,8.0,23.5,100.0,1.0,-11.538461538461538,
2018_Q1,INDIANA,300.0,8000.0,13.0,3.0,9.9,0.5,8.3,3.7,33.4,30.0,,-30.434782608695656,
2018_Q2,INDIANA,4000.0,9500.0,19.0,0.4,1.3,4.5,3.5,1.1,78.0,730.0,8.0,18.75,
2018_Q3,INDIANA,520.0,11500.0,9.0,1.4,5.0,20.6,12.2,0.5,29.5,1200.0,10.0,21.052631578947366,
2018_Q4,INDIANA,40.0,9000.0,37.0,23.8,35.4,64.6,21.3,2.3,51.3,1200.0,13.0,-21.73913043478261,
2019_Q1,INDIANA,440.0,6000.0,12.0,2.6,7.1,5.5,8.8,1.7,15.6,280.0,5.0,-33.33333333333333,2.5
2019_Q3,INDIANA,2200.0,16000.0,6.0,3.0,19.2,23.1,15.2,1.4,55.7,1500.0,9.0,166.66666666666669,0.5625
2019_Q4,INDIANA,160.0,17500.0,7.0,2.6,1.6,6.7,15.0,0.6,20.7,180.0,1.0,9.375,2.1142857142857143
2020_Q1,INDIANA,1500.0,11000.0,15.0,,1.9,2.9,0.5,6.2,8.2,420.0,4.0,-37.142857142857146,1.9090909090909092
2020_Q2,INDIANA,4500.0,12000.0,8.0,1.8,5.4,20.2,12.5,1.5,26.8,1800.0,15.0,9.090909090909092,0.25
2020_Q3,INDIANA,1200.0,15000.0,11.0,1.7,0.7,24.5,12.0,1.3,41.4,2700.0,18.0,25.0,0.6
2020_Q4,INDIANA,240.0,11000.0,8.0,,2.4,1.9,4.1,5.7,26.3,260.0,2.0,-26.666666666666668,1.9090909090909092
2021_Q1,INDIANA,2400.0,11000.0,24.0,0.0,4.8,0.7,5.4,4.4,34.1,20.0,,0.0,4.090909090909091
2021_Q2,INDIANA,4000.0,13000.0,4.0,0.6,6.1,7.0,7.3,1.3,22.8,1000.0,8.0,18.181818181818183,1.7692307692307692
2021_Q3,INDIANA,770.0,16500.0,10.0,5.2,1.9,17.4,23.7,2.3,39.3,1400.0,8.0,26.923076923076923,0.24242424242424243
