Quarter,State,"HONEY, BEE COLONIES - ADDED & REPLACED, MEASURED IN COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES - INVENTORY, MAX, MEASURED IN COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, RENOVATED - INVENTORY, MEASURED IN COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, RENOVATED - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>"
2016_Q1,LOUISIANA,9500.0,55000.0,,11000.0,20.0,18.6,12.4,0.4,14.2,1.9,22.8,2600.0,5.0
2016_Q1,MAINE,0.0,3700.0,,170.0,5.0,0.3,0.8,0.0,0.4,1.4,3.3,0.0,0.0
2016_Q1,MINNESOTA,6000.0,38000.0,,5500.0,14.0,0.2,8.0,11.6,7.0,14.5,12.1,0.0,0.0
2016_Q1,MASSACHUSETTS,1200.0,3000.0,,370.0,12.0,0.7,3.1,0.0,5.2,1.1,10.1,140.0,5.0
2016_Q1,MICHIGAN,2300.0,42000.0,,5000.0,12.0,0.0,1.3,0.5,0.2,11.3,5.9,80.0,0.0
2016_Q1,KANSAS,1400.0,5000.0,,1100.0,22.0,0.1,2.4,1.1,10.0,5.4,30.3,100.0,2.0
2016_Q1,MARYLAND,1200.0,7500.0,,820.0,11.0,0.0,6.7,9.5,0.1,0.7,26.2,10.0,0.0
2016_Q1,IOWA,90.0,13000.0,,2900.0,22.0,13.8,24.0,2.7,14.4,4.8,52.8,0.0,0.0
2016_Q1,ARKANSAS,5000.0,27000.0,,5000.0,19.0,0.0,1.9,0.5,6.9,8.1,57.4,1100.0,4.0
2016_Q1,ILLINOIS,860.0,9500.0,,1400.0,15.0,0.3,4.6,2.6,6.4,8.6,12.4,40.0,0.0
2016_Q1,IDAHO,5500.0,98000.0,,8500.0,9.0,2.1,5.4,5.9,2.3,1.4,31.5,3300.0,3.0
2016_Q1,HAWAII,570.0,15000.0,,280.0,2.0,0.0,0.8,0.1,1.5,0.0,0.3,530.0,4.0
2016_Q1,GEORGIA,36000.0,100000.0,,15500.0,16.0,2.1,3.2,21.4,7.8,3.9,32.3,3200.0,3.0
2016_Q1,FLORIDA,49000.0,295000.0,,40000.0,14.0,0.4,1.8,4.9,5.8,1.4,23.6,15500.0,5.0
2016_Q1,CONNECTICUT,70.0,2700.0,,270.0,10.0,0.2,7.7,0.0,0.8,1.7,12.3,10.0,0.0
2016_Q1,COLORADO,1700.0,8500.0,,750.0,9.0,0.5,2.7,0.2,4.1,0.2,2.9,10.0,0.0
2016_Q1,CALIFORNIA,210000.0,1410000.0,,200000.0,14.0,9.0,8.4,13.5,15.2,4.4,38.1,139000.0,10.0
2016_Q1,MISSISSIPPI,48000.0,50000.0,,7500.0,15.0,0.0,0.3,3.2,1.6,14.5,13.8,25000.0,50.0
2016_Q1,INDIANA,30.0,6500.0,,770.0,12.0,0.9,7.2,0.3,3.7,5.5,17.4,0.0,0.0
2016_Q1,MISSOURI,5500.0,10000.0,,1300.0,13.0,0.4,4.5,6.2,7.0,7.3,20.2,420.0,4.0
2016_Q1,OREGON,3800.0,92000.0,,2900.0,3.0,5.3,2.4,0.0,15.0,0.3,20.4,1300.0,1.0
2016_Q1,NEBRASKA,510.0,20000.0,,720.0,4.0,0.1,0.8,0.2,0.4,0.6,1.8,0.0,0.0
2016_Q1,ARIZONA,3500.0,30000.0,,4700.0,16.0,0.0,6.5,7.7,2.8,7.2,33.8,150.0,1.0
2016_Q1,WEST VIRGINIA,0.0,8000.0,,1700.0,21.0,1.1,6.9,0.6,2.9,6.5,21.9,0.0,0.0
2016_Q1,WASHINGTON,5500.0,146000.0,,13500.0,9.0,1.3,1.9,1.7,10.5,5.1,23.3,1200.0,1.0
2016_Q1,VIRGINIA,560.0,6500.0,,1100.0,17.0,0.0,5.0,0.4,7.3,3.8,32.7,70.0,1.0
2016_Q1,VERMONT,0.0,5500.0,,410.0,7.0,0.3,0.5,0.0,0.0,1.7,1.3,0.0,0.0
2016_Q1,UTAH,1400.0,14500.0,,1900.0,13.0,0.1,1.6,0.4,7.0,0.5,26.2,50.0,0.0
2016_Q1,TEXAS,126000.0,320000.0,,30000.0,9.0,2.3,3.7,9.4,9.8,2.5,19.4,49000.0,15.0
2016_Q1,TENNESSEE,180.0,9000.0,,1700.0,19.0,0.2,10.1,3.7,7.1,10.9,19.7,70.0,1.0
2016_Q1,SOUTH DAKOTA,1600.0,79000.0,,10500.0,13.0,0.0,0.5,0.0,0.0,0.3,0.2,0.0,0.0
2016_Q1,SOUTH CAROLINA,3200.0,16500.0,,3500.0,21.0,0.6,5.1,2.0,2.3,4.8,10.7,380.0,2.0
2016_Q1,PENNSYLVANIA,480.0,12500.0,,2900.0,23.0,0.3,5.5,3.8,4.3,4.6,44.8,170.0,1.0
2016_Q1,OTHER STATES,60.0,7940.0,,900.0,11.0,0.5,8.6,2.1,2.3,0.1,5.5,0.0,0.0
2016_Q1,OKLAHOMA,4800.0,13500.0,,3300.0,24.0,0.0,0.9,0.3,1.2,21.0,4.9,570.0,4.0
2016_Q1,OHIO,760.0,16500.0,,2900.0,18.0,0.2,10.2,1.3,4.3,5.3,41.6,50.0,0.0
2016_Q1,NORTH DAKOTA,4600.0,137000.0,,8500.0,6.0,0.0,0.1,0.0,0.0,11.7,2.7,0.0,0.0
2016_Q1,NORTH CAROLINA,1100.0,24000.0,,2600.0,11.0,1.9,4.0,2.7,2.5,2.4,9.5,230.0,1.0
2016_Q1,NEW YORK,970.0,33000.0,,4200.0,13.0,1.5,9.5,7.6,5.9,2.6,27.5,600.0,2.0
2016_Q1,NEW MEXICO,1400.0,6500.0,,1700.0,26.0,31.5,1.5,0.0,0.4,0.3,69.0,30.0,1.0
2016_Q1,NEW JERSEY,80.0,6000.0,,1000.0,17.0,0.2,1.7,0.6,1.1,12.0,8.0,20.0,0.0
2016_Q1,MONTANA,24000.0,65000.0,,900.0,1.0,0.0,0.1,0.5,0.0,0.0,0.6,0.0,0.0
2016_Q1,ALABAMA,2100.0,7500.0,,1700.0,23.0,4.3,2.4,8.1,22.0,11.3,24.2,90.0,1.0
2016_Q1,WYOMING,440.0,6500.0,,340.0,5.0,0.2,0.8,2.5,0.4,1.3,0.0,0.0,0.0
2016_Q1,WISCONSIN,530.0,21000.0,,3100.0,15.0,1.1,10.8,13.4,1.6,10.4,24.2,0.0,0.0
2016_Q2,WYOMING,7500.0,27000.0,,2600.0,10.0,1.2,2.5,0.6,2.6,0.8,7.1,580.0,2.0
2016_Q2,MICHIGAN,13500.0,103000.0,,7500.0,7.0,1.1,11.8,16.5,9.3,1.1,54.1,3200.0,3.0
2016_Q2,MASSACHUSETTS,1100.0,8500.0,,300.0,4.0,0.3,2.3,10.6,10.6,11.9,40.5,440.0,5.0
2016_Q2,MARYLAND,2800.0,9000.0,,320.0,4.0,2.4,3.3,2.9,2.3,0.6,4.2,400.0,4.0
2016_Q2,MAINE,510.0,25000.0,,4200.0,17.0,4.3,2.4,31.1,0.0,27.9,82.7,560.0,2.0
2016_Q2,LOUISIANA,10000.0,53000.0,,4300.0,8.0,0.0,1.2,0.3,1.1,0.6,20.7,9500.0,18.0
2016_Q2,KENTUCKY,2100.0,6000.0,,450.0,8.0,1.7,16.0,28.4,36.1,3.8,38.9,270.0,5.0
2016_Q2,KANSAS,3000.0,6000.0,,960.0,16.0,2.8,3.7,8.3,11.6,1.8,47.3,900.0,15.0
2016_Q2,IOWA,26000.0,26000.0,,2400.0,9.0,18.7,6.0,0.6,17.8,5.7,23.5,760.0,3.0
2016_Q2,INDIANA,2700.0,7000.0,,220.0,3.0,0.0,2.8,2.1,2.9,4.3,12.5,900.0,13.0
2016_Q2,ILLINOIS,2200.0,9000.0,,740.0,8.0,2.0,4.7,3.1,4.4,2.1,11.4,380.0,4.0
2016_Q2,HAWAII,870.0,13500.0,,830.0,6.0,0.0,3.2,0.6,38.1,0.0,35.6,0.0,0.0
2016_Q2,GEORGIA,17500.0,111000.0,,11000.0,10.0,2.0,11.7,28.4,28.4,2.7,59.3,3600.0,3.0
2016_Q2,FLORIDA,43000.0,240000.0,,29000.0,12.0,10.0,10.1,11.6,23.3,2.0,48.2,21000.0,9.0
2016_Q2,CONNECTICUT,390.0,2500.0,,100.0,4.0,0.5,4.4,0.3,0.6,1.2,9.3,60.0,2.0
2016_Q2,COLORADO,9000.0,29000.0,,1800.0,6.0,3.3,2.6,1.4,0.8,0.3,38.7,680.0,2.0
2016_Q2,CALIFORNIA,240000.0,1150000.0,,108000.0,9.0,11.2,15.3,14.2,14.1,2.6,49.7,185000.0,16.0
2016_Q2,ARKANSAS,12000.0,24000.0,,3400.0,14.0,5.5,3.4,0.1,8.5,1.6,84.9,1600.0,7.0
2016_Q2,ARIZONA,14000.0,23000.0,,3700.0,16.0,17.2,17.4,12.0,47.5,3.5,26.8,1600.0,7.0
2016_Q2,ALABAMA,1200.0,8000.0,,930.0,12.0,0.3,4.8,1.7,8.2,5.4,9.6,690.0,9.0
2016_Q2,IDAHO,19000.0,80000.0,,6000.0,8.0,2.7,5.4,3.1,4.8,2.7,21.2,5500.0,7.0
2016_Q2,MINNESOTA,24000.0,126000.0,,13000.0,10.0,6.5,8.6,18.2,6.0,7.6,20.8,4200.0,3.0
2016_Q2,MISSISSIPPI,9000.0,90000.0,,3700.0,4.0,1.2,1.2,2.7,2.3,0.1,12.3,61000.0,68.0
2016_Q2,MISSOURI,1800.0,12500.0,,770.0,6.0,0.7,1.6,0.1,1.6,1.2,17.2,730.0,6.0
2016_Q2,WEST VIRGINIA,2600.0,7000.0,,990.0,14.0,4.2,14.7,0.0,0.8,0.7,20.1,160.0,2.0
2016_Q2,WASHINGTON,21000.0,143000.0,,6000.0,4.0,3.3,11.1,3.1,11.4,0.6,40.9,11500.0,8.0
2016_Q2,VIRGINIA,2200.0,6500.0,,230.0,4.0,6.8,7.3,6.0,4.2,2.9,23.1,480.0,7.0
2016_Q2,VERMONT,480.0,6500.0,,20.0,0.0,0.1,0.3,0.0,0.1,0.1,2.6,30.0,1.0
2016_Q2,UTAH,12000.0,25000.0,,4800.0,19.0,1.8,3.4,7.3,0.1,0.8,23.0,7000.0,28.0
2016_Q2,TEXAS,74000.0,350000.0,,36000.0,10.0,7.5,7.4,2.4,9.0,3.7,26.1,54000.0,15.0
2016_Q2,TENNESSEE,3900.0,8000.0,,580.0,7.0,0.1,9.1,0.4,22.7,2.6,40.9,200.0,3.0
2016_Q2,SOUTH DAKOTA,15000.0,182000.0,,11000.0,6.0,1.7,15.4,5.1,6.6,0.1,32.4,13000.0,7.0
2016_Q2,SOUTH CAROLINA,2200.0,13500.0,,1300.0,10.0,1.0,14.3,35.8,36.6,1.3,51.3,410.0,3.0
2016_Q2,WISCONSIN,17500.0,78000.0,,5500.0,7.0,12.8,14.9,12.6,3.7,10.5,23.4,3600.0,5.0
2016_Q2,PENNSYLVANIA,6500.0,14000.0,,1300.0,9.0,2.4,4.6,3.6,3.9,0.9,18.7,1100.0,8.0
2016_Q2,OREGON,19000.0,132000.0,,4300.0,3.0,9.9,16.7,2.6,14.5,6.0,52.7,16000.0,12.0
2016_Q2,OKLAHOMA,4000.0,13000.0,,310.0,2.0,0.2,0.6,1.2,2.8,0.4,51.8,10000.0,77.0
2016_Q2,OHIO,6000.0,16500.0,,1700.0,10.0,0.6,2.9,18.3,2.2,1.4,10.6,1100.0,7.0
2016_Q2,NORTH DAKOTA,23000.0,530000.0,,27000.0,5.0,2.1,3.6,1.1,3.7,0.2,16.2,95000.0,18.0
2016_Q2,NORTH CAROLINA,10000.0,24000.0,,1600.0,7.0,4.7,8.3,33.8,23.5,41.7,51.8,550.0,2.0
2016_Q2,NEW YORK,13500.0,46000.0,,4000.0,9.0,0.9,4.1,11.7,3.1,3.8,20.4,1500.0,3.0
2016_Q2,NEW MEXICO,2700.0,6500.0,,1400.0,22.0,12.1,8.2,2.5,0.3,0.0,59.1,100.0,2.0
2016_Q2,NEW JERSEY,1900.0,18000.0,,1500.0,8.0,0.2,0.2,0.0,0.9,0.3,11.9,110.0,1.0
2016_Q2,NEBRASKA,8000.0,43000.0,,6000.0,14.0,1.0,1.1,3.8,0.1,3.5,6.1,28000.0,65.0
2016_Q2,OTHER STATES,3270.0,15530.0,,1070.0,7.0,0.0,0.6,0.8,0.2,5.4,7.6,270.0,2.0
2016_Q2,MONTANA,25000.0,157000.0,,7000.0,4.0,4.5,6.9,3.9,7.1,0.2,30.3,13500.0,9.0
2016_Q3,WYOMING,1800.0,40000.0,,7000.0,18.0,0.5,3.4,2.6,3.1,0.3,38.6,1000.0,3.0
2016_Q3,ARIZONA,3200.0,32000.0,,6000.0,19.0,0.9,13.4,13.5,1.0,8.9,41.7,2600.0,8.0
2016_Q3,NEW MEXICO,2000.0,6500.0,,1100.0,17.0,55.2,1.7,24.1,55.4,0.7,59.5,1000.0,15.0
2016_Q3,NEW YORK,1900.0,56000.0,,10000.0,18.0,5.5,24.7,5.2,9.0,2.6,37.4,800.0,1.0
2016_Q3,NORTH CAROLINA,1400.0,25000.0,,1400.0,6.0,0.1,13.4,2.9,13.4,3.0,27.8,1200.0,5.0
2016_Q3,NORTH DAKOTA,25000.0,550000.0,,71000.0,13.0,6.3,9.9,12.9,11.8,3.1,38.0,104000.0,19.0
2016_Q3,OHIO,980.0,21000.0,,1600.0,8.0,2.3,3.6,2.9,10.6,3.2,60.6,630.0,3.0
2016_Q3,OKLAHOMA,30.0,3700.0,,560.0,15.0,0.3,1.4,0.7,6.5,21.8,7.5,30.0,1.0
2016_Q3,OREGON,2900.0,112000.0,,7500.0,7.0,12.5,5.1,9.6,18.5,1.5,52.9,4300.0,4.0
2016_Q3,OTHER STATES,1690.0,11890.0,,1920.0,16.0,0.5,2.3,0.0,1.6,9.8,7.8,430.0,4.0
2016_Q3,SOUTH CAROLINA,990.0,13500.0,,920.0,7.0,0.1,2.6,2.6,18.8,1.9,20.4,50.0,0.0
2016_Q3,SOUTH DAKOTA,4200.0,191000.0,,25000.0,13.0,14.2,4.6,22.7,19.5,2.8,48.8,9500.0,5.0
2016_Q3,TENNESSEE,340.0,10000.0,,950.0,10.0,1.3,6.2,2.4,23.1,2.0,22.5,290.0,3.0
2016_Q3,TEXAS,12500.0,143000.0,,12000.0,8.0,1.7,3.7,31.4,11.4,4.1,47.2,810.0,1.0
2016_Q3,UTAH,1200.0,33000.0,,3200.0,10.0,0.6,2.5,21.8,20.2,1.7,32.1,120.0,0.0
2016_Q3,VERMONT,170.0,6500.0,,400.0,6.0,1.7,2.4,0.0,8.0,0.8,5.6,50.0,1.0
2016_Q3,VIRGINIA,460.0,8000.0,,810.0,10.0,1.1,5.3,2.3,24.1,3.6,39.1,360.0,5.0
2016_Q3,WASHINGTON,7500.0,74000.0,,5000.0,7.0,0.9,4.3,19.1,1.4,0.1,65.2,2000.0,3.0
2016_Q3,WEST VIRGINIA,130.0,7500.0,,190.0,3.0,3.6,8.1,0.1,7.1,0.4,41.5,220.0,3.0
2016_Q3,WISCONSIN,880.0,75000.0,,12000.0,16.0,10.8,5.1,15.8,13.6,11.1,31.5,640.0,1.0
2016_Q3,ALABAMA,440.0,8000.0,,1200.0,15.0,0.0,3.2,3.8,42.0,13.8,11.7,50.0,1.0
2016_Q3,NEW JERSEY,120.0,18000.0,,270.0,2.0,1.2,1.3,8.5,7.1,0.3,20.2,80.0,0.0
2016_Q3,NEBRASKA,390.0,47000.0,,8500.0,18.0,0.1,1.6,10.2,1.6,0.1,20.4,27000.0,57.0
2016_Q3,PENNSYLVANIA,680.0,22000.0,,1300.0,6.0,1.6,2.8,4.3,7.7,1.2,27.3,780.0,4.0
2016_Q3,MISSOURI,480.0,13500.0,,650.0,5.0,1.0,3.1,0.1,7.7,0.7,13.3,170.0,1.0
2016_Q3,MONTANA,4100.0,158000.0,,11500.0,7.0,7.0,6.1,6.9,8.8,1.4,41.9,6500.0,4.0
2016_Q3,ARKANSAS,270.0,32000.0,,1500.0,5.0,0.4,2.7,7.9,9.0,0.3,80.7,60.0,0.0
2016_Q3,CALIFORNIA,33000.0,820000.0,,82000.0,10.0,8.5,10.4,18.8,17.8,6.9,42.2,78000.0,10.0
2016_Q3,COLORADO,1100.0,37000.0,,6500.0,18.0,16.8,10.6,24.6,22.4,0.1,49.3,740.0,2.0
2016_Q3,CONNECTICUT,890.0,3100.0,,270.0,9.0,0.0,5.0,0.2,1.6,0.8,18.8,180.0,6.0
2016_Q3,FLORIDA,62000.0,220000.0,,25000.0,11.0,2.7,8.5,9.9,23.4,1.8,45.1,14500.0,7.0
2016_Q3,GEORGIA,12500.0,103000.0,,13000.0,13.0,2.4,7.6,12.1,16.4,4.5,30.7,2300.0,2.0
2016_Q3,IDAHO,1900.0,131000.0,,13000.0,10.0,4.5,6.0,7.6,4.7,3.3,25.3,2800.0,2.0
2016_Q3,ILLINOIS,850.0,11000.0,,1300.0,12.0,0.7,2.9,4.3,7.9,1.6,17.4,310.0,3.0
2016_Q3,INDIANA,450.0,9500.0,,600.0,6.0,1.2,2.5,0.6,12.4,1.2,50.4,550.0,6.0
2016_Q3,HAWAII,430.0,13500.0,,600.0,4.0,0.1,0.0,0.8,75.3,0.0,67.8,820.0,6.0
2016_Q3,MINNESOTA,1300.0,138000.0,,26000.0,19.0,6.2,17.8,22.4,14.6,8.9,47.2,1900.0,1.0
2016_Q3,KANSAS,310.0,8000.0,,2600.0,33.0,14.1,4.5,29.1,25.5,2.6,42.8,190.0,2.0
2016_Q3,KENTUCKY,900.0,7500.0,,1000.0,13.0,0.9,7.4,11.5,25.7,4.5,42.3,230.0,3.0
2016_Q3,LOUISIANA,2600.0,60000.0,,7000.0,12.0,0.0,9.6,1.6,26.1,0.7,39.5,2100.0,4.0
2016_Q3,MAINE,240.0,5500.0,,420.0,8.0,0.2,0.6,0.0,0.1,0.0,9.3,140.0,3.0
2016_Q3,MARYLAND,400.0,7000.0,,200.0,3.0,0.1,0.6,0.7,4.8,1.6,10.8,20.0,0.0
2016_Q3,MASSACHUSETTS,450.0,9500.0,,530.0,6.0,6.8,3.4,0.1,8.7,7.9,14.1,40.0,0.0
2016_Q3,MICHIGAN,11000.0,108000.0,,15000.0,14.0,0.3,6.5,9.1,25.1,2.7,64.1,9500.0,9.0
2016_Q3,IOWA,10500.0,50000.0,,5500.0,11.0,0.8,2.4,16.7,3.4,5.6,32.6,2400.0,5.0
2016_Q3,MISSISSIPPI,750.0,20000.0,,3300.0,17.0,1.6,5.0,1.8,3.5,4.7,27.5,740.0,4.0
2016_Q4,OREGON,1500.0,124000.0,,9500.0,8.0,13.0,2.6,2.8,2.8,1.3,25.5,1000.0,1.0
2016_Q4,OKLAHOMA,120.0,44000.0,,2700.0,6.0,0.0,0.1,0.1,0.5,0.7,4.9,30.0,0.0
2016_Q4,OHIO,20.0,19500.0,,2100.0,11.0,0.8,11.2,4.2,18.1,10.9,42.0,140.0,1.0
2016_Q4,NORTH DAKOTA,13500.0,390000.0,,44000.0,11.0,1.5,2.6,0.4,7.9,2.2,23.5,2500.0,1.0
2016_Q4,NEW JERSEY,400.0,12000.0,,340.0,3.0,0.4,3.4,1.9,11.3,8.6,28.6,0.0,0.0
2016_Q4,NEW YORK,240.0,49000.0,,9000.0,18.0,3.6,2.2,12.5,2.2,2.1,27.8,130.0,0.0
2016_Q4,NEW MEXICO,1100.0,7000.0,,1600.0,23.0,7.2,0.8,0.0,0.3,0.3,46.2,20.0,0.0
2016_Q4,OTHER STATES,20.0,6460.0,,580.0,9.0,9.3,2.3,9.6,9.3,1.4,24.1,0.0,0.0
2016_Q4,NORTH CAROLINA,220.0,25000.0,,5500.0,22.0,1.8,12.5,0.0,7.7,1.3,24.0,50.0,0.0
2016_Q4,PENNSYLVANIA,120.0,21000.0,,3100.0,15.0,1.0,4.9,2.8,2.6,3.1,18.7,180.0,1.0
2016_Q4,WYOMING,50.0,27000.0,,2200.0,8.0,3.1,1.1,5.2,1.6,0.0,32.2,0.0,0.0
2016_Q4,SOUTH DAKOTA,0.0,146000.0,,11000.0,8.0,0.3,1.0,6.0,5.3,0.3,48.9,2400.0,2.0
2016_Q4,TENNESSEE,120.0,9000.0,,840.0,9.0,0.0,2.2,1.1,21.6,3.1,19.9,10.0,0.0
2016_Q4,TEXAS,2200.0,310000.0,,39000.0,13.0,3.2,2.8,3.6,17.5,1.4,33.1,650.0,0.0
2016_Q4,UTAH,440.0,30000.0,,1600.0,5.0,0.2,0.7,0.9,0.1,0.3,26.4,50.0,0.0
2016_Q4,VERMONT,20.0,6500.0,,260.0,4.0,41.2,0.4,41.0,41.3,0.0,44.5,10.0,0.0
2016_Q4,VIRGINIA,230.0,7000.0,,730.0,10.0,2.0,1.8,0.0,19.9,5.1,31.4,10.0,0.0
2016_Q4,WASHINGTON,3100.0,97000.0,,9000.0,9.0,3.7,4.5,9.1,4.6,0.3,21.4,130.0,0.0
2016_Q4,WEST VIRGINIA,80.0,7500.0,,1000.0,13.0,1.1,4.3,1.1,2.3,2.8,23.8,60.0,1.0
2016_Q4,WISCONSIN,10.0,59000.0,,7500.0,13.0,10.0,10.6,10.6,12.2,46.2,69.3,20.0,0.0
2016_Q4,NEBRASKA,190.0,37000.0,,4300.0,12.0,0.2,0.4,1.2,1.4,1.5,10.5,0.0,0.0
2016_Q4,SOUTH CAROLINA,760.0,17000.0,,1300.0,8.0,23.3,25.9,24.6,27.1,1.9,29.0,370.0,2.0
2016_Q4,MONTANA,2700.0,124000.0,,16000.0,13.0,32.9,33.3,13.7,39.4,33.1,59.1,0.0,0.0
2016_Q4,MISSOURI,1400.0,9000.0,,590.0,7.0,0.2,1.5,0.0,12.6,0.7,16.1,640.0,7.0
2016_Q4,MISSISSIPPI,330.0,30000.0,,2400.0,8.0,0.1,2.1,0.0,6.0,2.8,21.9,60.0,0.0
2016_Q4,ARIZONA,4600.0,31000.0,,6500.0,21.0,2.3,4.3,6.5,15.5,3.2,98.8,3100.0,10.0
2016_Q4,ARKANSAS,20.0,28000.0,,2500.0,9.0,0.0,1.1,1.3,4.8,3.3,21.1,10.0,0.0
2016_Q4,CALIFORNIA,40000.0,1330000.0,,205000.0,15.0,8.0,9.6,9.1,13.7,3.5,41.9,35000.0,3.0
2016_Q4,COLORADO,2500.0,30000.0,,4500.0,15.0,0.1,13.0,3.1,1.3,0.1,32.4,0.0,0.0
2016_Q4,CONNECTICUT,0.0,3100.0,,240.0,8.0,1.1,5.8,1.0,6.6,3.2,14.7,0.0,0.0
2016_Q4,FLORIDA,31000.0,300000.0,,41000.0,14.0,7.7,13.6,17.0,27.1,6.5,30.9,11500.0,4.0
2016_Q4,GEORGIA,12000.0,112000.0,,11000.0,10.0,3.7,4.1,7.6,8.6,2.5,43.6,450.0,0.0
2016_Q4,HAWAII,60.0,13500.0,,970.0,7.0,0.0,0.2,0.1,40.8,0.1,39.9,840.0,6.0
2016_Q4,IDAHO,5000.0,143000.0,,15500.0,11.0,4.8,4.2,0.2,0.8,3.0,31.9,420.0,0.0
2016_Q4,ILLINOIS,0.0,9000.0,,720.0,8.0,1.2,3.9,5.6,11.7,4.8,27.8,0.0,0.0
2016_Q4,ALABAMA,50.0,7000.0,,610.0,9.0,0.2,6.7,2.4,9.9,3.3,12.3,10.0,0.0
2016_Q4,IOWA,0.0,54000.0,,4700.0,9.0,8.9,11.4,9.0,9.8,6.3,18.7,20.0,0.0
2016_Q4,KANSAS,200.0,5000.0,,1300.0,26.0,0.3,5.1,3.1,8.3,1.4,29.2,0.0,0.0
2016_Q4,KENTUCKY,60.0,7500.0,,950.0,13.0,3.3,10.3,3.0,22.3,5.7,48.2,80.0,1.0
2016_Q4,LOUISIANA,250.0,57000.0,,2000.0,4.0,1.0,0.7,0.1,1.0,1.2,2.9,340.0,1.0
2016_Q4,MAINE,0.0,3500.0,,280.0,8.0,0.1,5.8,0.0,0.8,0.1,10.7,0.0,0.0
2016_Q4,MARYLAND,20.0,9500.0,,500.0,5.0,4.5,5.8,4.6,8.3,0.6,23.8,30.0,0.0
2016_Q4,MASSACHUSETTS,0.0,8000.0,,740.0,9.0,0.4,0.7,0.4,2.6,4.2,6.1,0.0,0.0
2016_Q4,MICHIGAN,10.0,101000.0,,12500.0,12.0,0.1,4.0,2.7,1.5,0.6,23.9,130.0,0.0
2016_Q4,MINNESOTA,0.0,114000.0,,13500.0,12.0,3.1,5.0,17.6,7.7,8.9,27.5,0.0,0.0
2016_Q4,INDIANA,20.0,7500.0,,1200.0,16.0,0.2,1.0,1.4,9.6,3.8,28.2,0.0,0.0
2017_Q1,KENTUCKY,950.0,7000.0,,1300.0,19.0,0.4,16.0,3.8,11.5,7.5,31.9,430.0,6.0
2017_Q1,LOUISIANA,11000.0,47000.0,,2700.0,6.0,0.1,4.3,1.8,9.6,1.8,25.8,1900.0,4.0
2017_Q1,MAINE,100.0,3100.0,,1000.0,32.0,30.5,26.3,8.1,20.9,0.0,23.9,0.0,0.0
2017_Q1,MINNESOTA,3300.0,41000.0,,3500.0,9.0,0.1,9.0,0.9,0.4,5.8,2.1,0.0,0.0
2017_Q1,MASSACHUSETTS,120.0,3300.0,,1500.0,45.0,3.0,10.5,4.5,5.6,5.6,32.5,110.0,3.0
2017_Q1,MICHIGAN,600.0,59000.0,,5000.0,8.0,0.0,1.1,1.9,0.3,3.9,7.9,130.0,
2017_Q1,KANSAS,930.0,3800.0,,1000.0,26.0,0.0,16.4,3.6,3.0,14.3,47.2,380.0,10.0
2017_Q1,MARYLAND,770.0,9000.0,,2100.0,23.0,1.0,11.9,1.0,3.3,4.3,11.3,260.0,3.0
2017_Q1,IOWA,70.0,15500.0,,3000.0,19.0,8.4,11.9,12.0,8.3,11.7,33.6,0.0,0.0
2017_Q1,GEORGIA,25000.0,125000.0,,14000.0,11.0,0.2,4.4,2.6,7.0,1.8,35.3,21000.0,17.0
2017_Q1,ILLINOIS,3100.0,11000.0,,2900.0,26.0,0.5,9.9,3.7,13.1,8.0,21.2,150.0,1.0
2017_Q1,IDAHO,2000.0,99000.0,,8500.0,9.0,42.3,1.7,21.2,42.3,0.4,74.2,280.0,
2017_Q1,HAWAII,510.0,13000.0,,190.0,1.0,0.2,0.1,0.0,2.1,0.1,1.2,50.0,
2017_Q1,FLORIDA,78000.0,265000.0,,30000.0,11.0,1.5,6.2,14.2,14.8,17.9,37.6,34000.0,13.0
2017_Q1,CONNECTICUT,100.0,3100.0,,380.0,12.0,0.0,6.1,0.0,1.5,5.6,51.5,110.0,4.0
