Quarter,State,Colonies_Added_And_Replaced,Max_Colonies,Pct_Affected_Deadout,Pct_Affected_Disease,Pct_Affected_Other,Pct_Affected_Pesticides,Pct_Affected_Pests,Pct_Affected_Unknown,Pct_Affected_Varroa_Mites,Num_Renovated,Pct_Renovated,Max_Colonies_Pct_Change,Pct_Affected_Colony_Collapse_Disorder
2015_Q4,FLORIDA,30000.0,260000.0,14.0,2.5,3.0,6.8,18.4,4.2,27.3,28000.0,11.0,18.18,
2016_Q1,FLORIDA,49000.0,295000.0,14.0,0.4,1.8,4.9,5.8,1.4,23.6,15500.0,5.0,13.46,
2016_Q2,FLORIDA,43000.0,240000.0,12.0,10.0,10.1,11.6,23.3,2.0,48.2,21000.0,9.0,-18.64,
2016_Q3,FLORIDA,62000.0,220000.0,11.0,2.7,8.5,9.9,23.4,1.8,45.1,14500.0,7.0,-8.33,
2016_Q4,FLORIDA,31000.0,300000.0,14.0,7.7,13.6,17.0,27.1,6.5,30.9,11500.0,4.0,36.36,
2017_Q1,FLORIDA,78000.0,265000.0,11.0,1.5,6.2,14.2,14.8,17.9,37.6,34000.0,13.0,-11.67,
2017_Q2,FLORIDA,40000.0,255000.0,14.0,6.1,6.5,9.0,14.4,18.9,36.5,50000.0,20.0,-3.77,
2017_Q3,FLORIDA,39000.0,180000.0,22.0,3.7,11.4,6.3,13.2,21.5,42.9,42000.0,23.0,-29.41,
2017_Q4,FLORIDA,55000.0,240000.0,21.0,7.5,7.6,10.4,16.8,26.2,41.4,36000.0,15.0,33.33,
2018_Q1,FLORIDA,57000.0,255000.0,15.0,4.5,5.5,9.2,15.3,16.0,31.7,38000.0,15.0,6.25,
2018_Q2,FLORIDA,49000.0,275000.0,20.0,9.6,10.1,15.5,27.5,21.1,45.3,68000.0,25.0,7.84,
2018_Q3,FLORIDA,53000.0,220000.0,14.0,4.2,14.3,7.6,20.5,9.8,35.0,40000.0,18.0,-20.0,
2018_Q4,FLORIDA,53000.0,290000.0,15.0,9.0,8.0,14.1,22.4,6.7,46.7,20000.0,7.0,31.82,
2019_Q1,FLORIDA,41000.0,315000.0,15.0,5.5,7.4,22.9,24.8,5.5,46.9,16500.0,5.0,8.62,1.24
2019_Q3,FLORIDA,46000.0,240000.0,8.0,6.3,11.7,18.2,20.7,10.8,44.9,33000.0,14.0,-23.81,2.5
2019_Q4,FLORIDA,28000.0,300000.0,10.0,7.8,7.8,11.7,25.6,4.8,43.5,15000.0,5.0,25.0,3.33
2020_Q1,FLORIDA,41000.0,305000.0,10.0,5.5,8.7,5.3,14.2,10.9,28.0,8000.0,3.0,1.67,3.77
2020_Q2,FLORIDA,25000.0,310000.0,13.0,3.4,5.9,5.8,16.0,7.9,33.1,18500.0,6.0,1.64,3.87
2020_Q3,FLORIDA,36000.0,230000.0,13.0,12.8,7.9,14.8,19.9,10.9,42.2,31000.0,13.0,-25.81,4.35
2020_Q4,FLORIDA,50000.0,290000.0,10.0,10.4,2.3,19.6,21.7,7.5,45.7,17500.0,6.0,26.09,4.66
2021_Q1,FLORIDA,47000.0,305000.0,10.0,5.6,6.3,6.6,11.9,3.4,34.6,17000.0,6.0,5.17,2.46
2021_Q2,FLORIDA,53000.0,300000.0,11.0,4.3,6.4,10.1,22.9,7.7,43.4,31000.0,10.0,-1.64,3.0
2021_Q3,FLORIDA,34000.0,255000.0,15.0,7.1,11.4,14.1,20.5,8.7,43.4,27000.0,11.0,-15.0,3.92
2021_Q4,FLORIDA,20000.0,310000.0,12.0,5.9,8.8,9.1,19.0,13.6,28.9,11000.0,4.0,21.57,3.39
2022_Q1,FLORIDA,50000.0,295000.0,8.0,3.7,6.4,9.8,13.1,8.2,39.0,13500.0,5.0,-4.84,1.25
2022_Q2,FLORIDA,56000.0,310000.0,15.0,5.7,12.2,8.2,15.3,6.3,31.8,44000.0,14.0,5.08,1.77
2022_Q3,FLORIDA,38000.0,285000.0,20.0,1.7,14.2,13.9,30.8,16.6,56.5,29000.0,10.0,-8.06,2.81
2022_Q4,FLORIDA,30000.0,300000.0,20.0,3.5,7.8,14.2,14.7,7.0,33.2,40000.0,13.0,5.26,5.83
2023_Q1,FLORIDA,51000.0,305000.0,11.0,3.5,4.2,5.6,11.1,8.5,28.1,18500.0,6.0,1.67,2.13
2023_Q2,FLORIDA,56000.0,295000.0,14.0,7.1,15.1,18.2,21.8,7.7,49.5,23000.0,8.0,-3.28,4.92
2015_Q1,GEORGIA,47000.0,105000.0,14.0,3.3,4.8,2.6,4.9,10.5,6.2,9500.0,9.0,,
2015_Q2,GEORGIA,25000.0,124000.0,19.0,2.9,11.5,28.7,17.5,4.1,52.8,19000.0,15.0,18.1,
2015_Q3,GEORGIA,19500.0,110000.0,12.0,3.6,8.9,21.2,16.2,3.6,47.6,15500.0,14.0,-11.29,
2015_Q4,GEORGIA,4400.0,121000.0,15.0,5.3,3.7,4.5,13.9,1.3,43.5,1900.0,2.0,10.0,
2016_Q1,GEORGIA,36000.0,100000.0,16.0,2.1,3.2,21.4,7.8,3.9,32.3,3200.0,3.0,-17.36,
2016_Q2,GEORGIA,17500.0,111000.0,10.0,2.0,11.7,28.4,28.4,2.7,59.3,3600.0,3.0,11.0,
2016_Q3,GEORGIA,12500.0,103000.0,13.0,2.4,7.6,12.1,16.4,4.5,30.7,2300.0,2.0,-7.21,
2016_Q4,GEORGIA,12000.0,112000.0,10.0,3.7,4.1,7.6,8.6,2.5,43.6,450.0,0.0,8.74,
2017_Q1,GEORGIA,25000.0,125000.0,11.0,0.2,4.4,2.6,7.0,1.8,35.3,21000.0,17.0,11.61,
2017_Q2,GEORGIA,21000.0,137000.0,9.0,1.0,6.5,6.6,5.8,2.8,34.1,31000.0,23.0,9.6,
2017_Q3,GEORGIA,19000.0,122000.0,13.0,2.3,15.1,14.1,18.0,6.9,47.6,23000.0,19.0,-10.95,
2017_Q4,GEORGIA,4300.0,145000.0,14.0,12.3,3.6,15.3,15.1,4.6,56.8,2200.0,2.0,18.85,
2018_Q1,GEORGIA,29000.0,139000.0,18.0,0.9,27.1,14.8,18.7,2.1,39.6,39000.0,28.0,-4.14,
2018_Q2,GEORGIA,35000.0,137000.0,13.0,13.8,31.4,14.8,25.9,10.1,53.0,16000.0,12.0,-1.44,
2018_Q3,GEORGIA,27000.0,138000.0,12.0,2.4,6.0,27.7,20.4,7.2,49.8,33000.0,24.0,0.73,
2018_Q4,GEORGIA,6500.0,164000.0,12.0,9.2,5.6,6.9,17.4,7.8,41.4,49000.0,30.0,18.84,
2019_Q1,GEORGIA,19500.0,129000.0,11.0,7.4,10.6,9.6,17.8,4.9,69.6,8000.0,6.0,-21.34,1.78
2019_Q3,GEORGIA,12000.0,118000.0,11.0,1.6,17.1,25.8,18.6,4.6,52.5,36000.0,31.0,-8.53,7.2
2019_Q4,GEORGIA,10500.0,131000.0,15.0,5.6,2.6,9.1,18.2,4.4,34.3,10500.0,8.0,11.02,8.4
2020_Q1,GEORGIA,41000.0,119000.0,12.0,0.0,0.0,0.0,3.4,7.5,50.9,22000.0,18.0,-9.16,7.14
2020_Q2,GEORGIA,18500.0,147000.0,7.0,6.9,7.9,2.9,19.6,13.4,47.9,20000.0,14.0,23.53,2.24
2020_Q3,GEORGIA,22000.0,163000.0,14.0,3.5,5.3,3.4,22.5,13.0,49.6,35000.0,21.0,10.88,6.13
2020_Q4,GEORGIA,11000.0,174000.0,17.0,1.8,1.9,7.5,12.9,6.7,35.5,11000.0,6.0,6.75,5.75
2021_Q1,GEORGIA,34000.0,120000.0,17.0,8.9,4.1,1.5,14.4,4.6,47.9,14500.0,12.0,-31.03,5.42
2021_Q2,GEORGIA,25000.0,135000.0,16.0,5.2,5.2,2.8,13.8,5.8,44.7,18500.0,14.0,12.5,2.89
2021_Q3,GEORGIA,28000.0,123000.0,18.0,4.8,13.4,12.0,32.2,7.6,63.9,35000.0,28.0,-8.89,5.28
2021_Q4,GEORGIA,12500.0,132000.0,18.0,0.5,5.7,7.8,24.7,7.2,41.0,12000.0,9.0,7.32,5.68
2022_Q1,GEORGIA,26000.0,119000.0,12.0,0.6,5.9,5.1,17.4,3.0,41.2,18000.0,15.0,-9.85,5.88
2022_Q2,GEORGIA,27000.0,131000.0,20.0,1.4,8.3,6.1,9.0,5.7,35.9,47000.0,36.0,10.08,3.66
2022_Q3,GEORGIA,18500.0,118000.0,19.0,7.0,16.3,5.6,21.4,10.1,49.4,39000.0,33.0,-9.92,4.66
2022_Q4,GEORGIA,18000.0,133000.0,23.0,3.3,8.5,3.7,11.5,2.1,33.5,17000.0,13.0,12.71,3.68
2023_Q1,GEORGIA,18500.0,121000.0,11.0,0.0,1.7,7.7,1.3,7.4,31.2,8000.0,7.0,-9.02,4.05
2023_Q2,GEORGIA,25000.0,131000.0,16.0,2.4,9.8,3.9,12.2,7.1,30.2,42000.0,32.0,8.26,5.34
2015_Q1,HAWAII,3400.0,10500.0,4.0,1.6,2.0,0.0,37.7,0.0,38.8,760.0,7.0,,
2015_Q2,HAWAII,1100.0,13500.0,1.0,0.3,3.2,0.1,61.0,0.1,60.1,1200.0,9.0,28.57,
2015_Q3,HAWAII,1200.0,14500.0,19.0,0.1,2.5,0.1,80.5,0.0,78.1,5500.0,38.0,7.41,
2015_Q4,HAWAII,2700.0,13000.0,5.0,0.2,0.0,0.0,33.9,0.0,31.0,760.0,6.0,-10.34,
2016_Q1,HAWAII,570.0,15000.0,2.0,0.0,0.8,0.1,1.5,0.0,0.3,530.0,4.0,15.38,
2016_Q2,HAWAII,870.0,13500.0,6.0,0.0,3.2,0.6,38.1,0.0,35.6,0.0,0.0,-10.0,
2016_Q3,HAWAII,430.0,13500.0,4.0,0.1,0.0,0.8,75.3,0.0,67.8,820.0,6.0,0.0,
2016_Q4,HAWAII,60.0,13500.0,7.0,0.0,0.2,0.1,40.8,0.1,39.9,840.0,6.0,0.0,
2017_Q1,HAWAII,510.0,13000.0,1.0,0.2,0.1,0.0,2.1,0.1,1.2,50.0,0.0,-3.7,
2017_Q2,HAWAII,3000.0,12000.0,1.0,0.0,0.4,0.0,3.7,0.0,88.9,920.0,8.0,-7.69,
2017_Q3,HAWAII,430.0,15000.0,7.0,0.3,2.0,0.0,4.3,0.0,2.8,20.0,0.0,25.0,
2017_Q4,HAWAII,970.0,15000.0,1.0,0.1,0.1,0.0,66.1,0.0,57.2,290.0,2.0,0.0,
2018_Q1,HAWAII,1200.0,17000.0,9.0,0.1,0.1,0.0,84.5,0.0,83.0,5000.0,29.0,13.33,
2018_Q2,HAWAII,330.0,16500.0,2.0,0.4,0.8,0.0,91.9,0.2,88.3,3100.0,19.0,-2.94,
2018_Q3,HAWAII,1700.0,16500.0,11.0,0.1,0.1,0.1,89.4,0.0,88.3,3000.0,18.0,0.0,
2018_Q4,HAWAII,1700.0,16000.0,6.0,0.0,0.1,0.0,83.3,0.0,70.5,6000.0,38.0,-3.03,
2019_Q1,HAWAII,660.0,16500.0,2.0,0.1,2.9,0.7,64.9,0.0,72.1,3700.0,22.0,3.12,0.48
2019_Q3,HAWAII,200.0,17000.0,1.0,0.3,1.3,0.0,39.0,0.2,37.2,6000.0,35.0,3.03,0.0
2019_Q4,HAWAII,300.0,17000.0,8.0,0.2,0.1,1.0,61.8,0.0,44.0,50.0,0.0,0.0,0.35
2020_Q1,HAWAII,1300.0,16000.0,11.0,0.0,0.0,0.0,60.8,0.0,75.3,2200.0,14.0,-5.88,1.62
2020_Q2,HAWAII,3000.0,15500.0,0.0,1.0,1.1,0.0,41.1,0.0,43.1,2300.0,15.0,-3.12,0.0
2020_Q3,HAWAII,4000.0,18500.0,3.0,0.0,0.5,0.0,63.5,0.0,62.7,3400.0,18.0,19.35,0.16
2020_Q4,HAWAII,200.0,22000.0,12.0,0.0,2.9,0.0,65.2,0.0,57.2,370.0,2.0,18.92,0.18
2021_Q1,HAWAII,2300.0,19500.0,4.0,0.0,4.7,0.0,52.2,0.0,53.0,1600.0,8.0,-11.36,0.21
2021_Q2,HAWAII,490.0,21000.0,2.0,0.0,0.0,0.0,60.8,0.0,92.6,1200.0,6.0,7.69,0.86
2021_Q3,HAWAII,100.0,21000.0,5.0,0.0,0.0,18.0,19.0,0.9,29.6,520.0,2.0,0.0,0.0
2021_Q4,HAWAII,1100.0,20000.0,1.0,19.7,0.0,0.0,64.2,0.0,66.1,530.0,3.0,-4.76,0.0
2022_Q1,HAWAII,,,,,,,,,,,,,
2022_Q2,HAWAII,,,,,,,,,,,,,
2015_Q1,IDAHO,2600.0,88000.0,4.0,12.5,8.9,4.8,6.7,4.9,39.8,8000.0,9.0,,
2015_Q2,IDAHO,16500.0,72000.0,9.0,6.5,13.7,6.0,6.7,0.3,25.5,10500.0,15.0,-18.18,
2015_Q3,IDAHO,5500.0,128000.0,11.0,1.7,2.2,10.0,5.2,6.4,46.8,11500.0,9.0,77.78,
2015_Q4,IDAHO,5500.0,145000.0,15.0,4.3,2.8,4.0,0.6,4.5,38.9,5500.0,4.0,13.28,
2016_Q1,IDAHO,5500.0,98000.0,9.0,2.1,5.4,5.9,2.3,1.4,31.5,3300.0,3.0,-32.41,
2016_Q2,IDAHO,19000.0,80000.0,8.0,2.7,5.4,3.1,4.8,2.7,21.2,5500.0,7.0,-18.37,
2016_Q3,IDAHO,1900.0,131000.0,10.0,4.5,6.0,7.6,4.7,3.3,25.3,2800.0,2.0,63.75,
2016_Q4,IDAHO,5000.0,143000.0,11.0,4.8,4.2,0.2,0.8,3.0,31.9,420.0,0.0,9.16,
2017_Q1,IDAHO,2000.0,99000.0,9.0,42.3,1.7,21.2,42.3,0.4,74.2,280.0,0.0,-30.77,
2017_Q2,IDAHO,22000.0,78000.0,13.0,4.0,7.8,8.3,6.4,4.8,30.5,31000.0,40.0,-21.21,
2017_Q3,IDAHO,9000.0,116000.0,10.0,6.7,9.5,15.5,19.1,5.1,53.7,16500.0,14.0,48.72,
2017_Q4,IDAHO,10000.0,164000.0,5.0,17.7,1.7,14.9,16.9,0.2,34.0,5000.0,3.0,41.38,
2018_Q1,IDAHO,2500.0,168000.0,13.0,0.8,3.4,3.4,5.7,0.4,28.3,2600.0,2.0,2.44,
2018_Q2,IDAHO,14500.0,94000.0,7.0,3.0,4.1,18.5,3.7,4.4,51.6,29000.0,31.0,-44.05,
2018_Q3,IDAHO,15000.0,101000.0,14.0,14.6,13.8,26.5,5.4,5.7,83.6,21000.0,21.0,7.45,
2018_Q4,IDAHO,9000.0,159000.0,9.0,9.6,7.0,15.9,47.4,4.5,64.9,910.0,1.0,57.43,
2019_Q1,IDAHO,4600.0,145000.0,9.0,8.0,8.6,9.2,8.0,0.0,24.5,1100.0,1.0,-8.81,2.55
2019_Q3,IDAHO,8500.0,111000.0,9.0,21.7,18.5,9.9,15.4,0.8,59.9,12500.0,11.0,-23.45,0.99
2019_Q4,IDAHO,1800.0,196000.0,8.0,5.4,9.9,10.5,4.3,1.1,20.3,1000.0,1.0,76.58,1.68
2020_Q1,IDAHO,4400.0,168000.0,11.0,0.0,2.1,2.8,0.8,1.9,10.4,920.0,1.0,-14.29,3.27
2020_Q2,IDAHO,22000.0,81000.0,22.0,11.1,6.9,8.6,10.9,5.8,44.2,29000.0,36.0,-51.79,2.96
2020_Q3,IDAHO,18500.0,85000.0,13.0,6.7,9.0,10.9,2.6,3.8,45.0,8500.0,10.0,4.94,2.24
2020_Q4,IDAHO,8000.0,180000.0,11.0,4.3,4.8,4.8,8.9,5.4,52.1,1700.0,1.0,111.76,2.44
2021_Q1,IDAHO,11000.0,193000.0,8.0,0.0,1.6,8.9,9.9,1.5,30.0,9000.0,5.0,7.22,2.59
2021_Q2,IDAHO,40000.0,120000.0,16.0,5.4,2.0,9.9,1.9,6.2,31.9,19000.0,16.0,-37.82,2.83
2021_Q3,IDAHO,7000.0,135000.0,3.0,2.6,7.0,7.0,1.8,1.5,55.2,3000.0,2.0,12.5,0.74
2021_Q4,IDAHO,250.0,230000.0,10.0,4.9,4.0,12.0,8.0,11.2,58.1,4300.0,2.0,70.37,4.57
2022_Q1,IDAHO,7500.0,215000.0,4.0,0.0,1.4,35.5,1.1,1.3,57.0,1000.0,0.0,-6.52,2.19
2022_Q2,IDAHO,35000.0,111000.0,17.0,5.6,9.5,13.7,13.1,3.5,32.6,8500.0,8.0,-48.37,2.52
2022_Q3,IDAHO,3500.0,112000.0,8.0,5.0,9.5,9.8,4.9,3.7,44.0,12000.0,11.0,0.9,3.57
2022_Q4,IDAHO,40000.0,154000.0,14.0,2.2,2.0,4.1,2.8,10.8,17.8,6000.0,4.0,37.5,5.52
2023_Q1,IDAHO,4000.0,167000.0,7.0,0.0,1.2,5.3,2.8,6.0,12.1,8000.0,5.0,8.44,8.38
2023_Q2,IDAHO,22000.0,132000.0,5.0,5.9,1.3,5.7,6.7,1.4,40.9,11000.0,8.0,-20.96,1.44
2015_Q1,ILLINOIS,2300.0,10500.0,40.0,0.7,12.6,0.4,6.9,11.6,12.3,390.0,4.0,,
2015_Q2,ILLINOIS,6000.0,9500.0,14.0,0.2,2.3,2.5,3.7,2.4,10.3,1500.0,16.0,-9.52,
2015_Q3,ILLINOIS,1300.0,14000.0,10.0,0.6,3.4,0.4,3.0,1.0,7.7,1100.0,8.0,47.37,
2015_Q4,ILLINOIS,0.0,14000.0,5.0,0.3,1.0,0.9,2.5,3.1,9.4,30.0,0.0,0.0,
2016_Q1,ILLINOIS,860.0,9500.0,15.0,0.3,4.6,2.6,6.4,8.6,12.4,40.0,0.0,-32.14,
2016_Q2,ILLINOIS,2200.0,9000.0,8.0,2.0,4.7,3.1,4.4,2.1,11.4,380.0,4.0,-5.26,
2016_Q3,ILLINOIS,850.0,11000.0,12.0,0.7,2.9,4.3,7.9,1.6,17.4,310.0,3.0,22.22,
2016_Q4,ILLINOIS,0.0,9000.0,8.0,1.2,3.9,5.6,11.7,4.8,27.8,0.0,0.0,-18.18,
2017_Q1,ILLINOIS,3100.0,11000.0,26.0,0.5,9.9,3.7,13.1,8.0,21.2,150.0,1.0,22.22,
2017_Q2,ILLINOIS,3600.0,12000.0,10.0,0.7,5.6,3.0,4.3,1.5,11.3,1600.0,13.0,9.09,
2017_Q3,ILLINOIS,710.0,13000.0,8.0,2.8,4.6,2.8,14.2,3.3,29.9,1200.0,9.0,8.33,
2017_Q4,ILLINOIS,140.0,13500.0,13.0,0.8,4.9,7.9,10.2,4.9,28.9,460.0,3.0,3.85,
2018_Q1,ILLINOIS,1000.0,10500.0,23.0,3.6,10.4,3.5,11.2,10.9,25.7,630.0,6.0,-22.22,
2018_Q2,ILLINOIS,5000.0,10500.0,22.0,6.7,9.9,6.6,7.8,2.4,13.7,2900.0,28.0,0.0,
2018_Q3,ILLINOIS,700.0,11000.0,6.0,2.1,1.5,5.1,10.6,7.0,21.2,420.0,4.0,4.76,
2018_Q4,ILLINOIS,600.0,12000.0,12.0,2.4,6.9,2.8,13.1,5.7,27.2,350.0,3.0,9.09,
2019_Q1,ILLINOIS,210.0,9000.0,26.0,3.1,15.5,0.7,14.7,10.1,33.3,80.0,1.0,-25.0,5.89
2019_Q3,ILLINOIS,460.0,13500.0,7.0,0.7,5.5,2.5,8.3,11.5,35.9,1300.0,10.0,50.0,0.74
2019_Q4,ILLINOIS,1000.0,13000.0,13.0,1.1,8.9,3.4,27.3,8.9,28.9,1500.0,12.0,-3.7,2.92
2020_Q1,ILLINOIS,2900.0,11500.0,21.0,0.0,7.3,0.0,8.9,10.0,17.2,160.0,1.0,-11.54,4.52
2020_Q2,ILLINOIS,4200.0,12000.0,13.0,1.0,11.9,8.3,8.2,4.0,23.5,1700.0,14.0,4.35,1.58
2020_Q3,ILLINOIS,770.0,14000.0,10.0,1.8,6.6,4.9,15.6,8.4,28.1,690.0,5.0,16.67,1.29
2020_Q4,ILLINOIS,330.0,13000.0,13.0,1.1,2.7,2.9,9.8,6.9,26.4,410.0,3.0,-7.14,2.38
2021_Q1,ILLINOIS,2500.0,13000.0,23.0,1.6,17.9,1.3,12.9,9.4,28.8,200.0,2.0,0.0,2.08
2021_Q2,ILLINOIS,3700.0,13000.0,8.0,1.6,4.1,3.5,4.5,7.4,32.5,2100.0,16.0,0.0,0.69
2021_Q3,ILLINOIS,640.0,14500.0,5.0,1.4,4.4,3.3,9.5,5.7,37.7,1200.0,8.0,11.54,1.17
2021_Q4,ILLINOIS,180.0,12500.0,10.0,2.4,2.3,1.4,9.1,7.2,31.9,810.0,6.0,-13.79,2.72
2022_Q1,ILLINOIS,900.0,11500.0,19.0,2.0,5.4,4.3,6.9,10.6,20.1,140.0,1.0,-8.0,3.39
2022_Q2,ILLINOIS,4300.0,9500.0,12.0,3.2,7.3,1.6,7.4,10.6,18.3,2100.0,22.0,-17.39,1.16
2022_Q3,ILLINOIS,730.0,12500.0,9.0,0.7,1.4,11.8,20.1,10.0,37.4,770.0,6.0,31.58,3.68
2022_Q4,ILLINOIS,80.0,11000.0,15.0,0.3,2.3,4.2,9.0,8.9,25.2,460.0,4.0,-12.0,6.27
2023_Q1,ILLINOIS,1700.0,9500.0,19.0,0.6,10.5,0.9,9.0,10.0,21.5,320.0,3.0,-13.64,5.47
2023_Q2,ILLINOIS,3300.0,9500.0,6.0,3.2,6.7,6.8,13.3,3.7,25.6,700.0,7.0,0.0,2.21
2015_Q1,INDIANA,490.0,9500.0,22.0,0.2,22.3,0.3,0.3,11.7,20.7,120.0,1.0,,
2015_Q2,INDIANA,4900.0,12500.0,10.0,7.0,4.4,0.5,1.8,2.0,15.4,4300.0,34.0,31.58,
2015_Q3,INDIANA,1400.0,15000.0,11.0,4.8,1.0,8.2,10.3,6.2,13.7,420.0,3.0,20.0,
2015_Q4,INDIANA,140.0,11500.0,10.0,6.3,0.6,0.1,0.5,3.7,15.1,0.0,0.0,-23.33,
2016_Q1,INDIANA,30.0,6500.0,12.0,0.9,7.2,0.3,3.7,5.5,17.4,0.0,0.0,-43.48,
2016_Q2,INDIANA,2700.0,7000.0,3.0,0.0,2.8,2.1,2.9,4.3,12.5,900.0,13.0,7.69,
2016_Q3,INDIANA,450.0,9500.0,6.0,1.2,2.5,0.6,12.4,1.2,50.4,550.0,6.0,35.71,
2016_Q4,INDIANA,20.0,7500.0,16.0,0.2,1.0,1.4,9.6,3.8,28.2,0.0,0.0,-21.05,
2017_Q1,INDIANA,1700.0,7500.0,25.0,5.2,10.4,4.1,8.0,7.1,15.8,70.0,1.0,0.0,
2017_Q2,INDIANA,3000.0,11000.0,11.0,0.1,8.6,43.3,2.1,1.2,5.5,510.0,5.0,46.67,
2017_Q3,INDIANA,420.0,13000.0,7.0,0.4,3.8,3.9,5.9,2.0,13.9,740.0,6.0,18.18,
2017_Q4,INDIANA,320.0,11500.0,15.0,1.7,3.9,0.7,5.6,8.0,23.5,100.0,1.0,-11.54,
2018_Q1,INDIANA,300.0,8000.0,13.0,3.0,9.9,0.5,8.3,3.7,33.4,30.0,0.0,-30.43,
2018_Q2,INDIANA,4000.0,9500.0,19.0,0.4,1.3,4.5,3.5,1.1,78.0,730.0,8.0,18.75,
2018_Q3,INDIANA,520.0,11500.0,9.0,1.4,5.0,20.6,12.2,0.5,29.5,1200.0,10.0,21.05,
2018_Q4,INDIANA,40.0,9000.0,37.0,23.8,35.4,64.6,21.3,2.3,51.3,1200.0,13.0,-21.74,
2019_Q1,INDIANA,440.0,6000.0,12.0,2.6,7.1,5.5,8.8,1.7,15.6,280.0,5.0,-33.33,2.5
2019_Q3,INDIANA,2200.0,16000.0,6.0,3.0,19.2,23.1,15.2,1.4,55.7,1500.0,9.0,166.67,0.56
2019_Q4,INDIANA,160.0,17500.0,7.0,2.6,1.6,6.7,15.0,0.6,20.7,180.0,1.0,9.38,2.11
2020_Q1,INDIANA,1500.0,11000.0,15.0,0.0,1.9,2.9,0.5,6.2,8.2,420.0,4.0,-37.14,1.91
2020_Q2,INDIANA,4500.0,12000.0,8.0,1.8,5.4,20.2,12.5,1.5,26.8,1800.0,15.0,9.09,0.25
2020_Q3,INDIANA,1200.0,15000.0,11.0,1.7,0.7,24.5,12.0,1.3,41.4,2700.0,18.0,25.0,0.6
2020_Q4,INDIANA,240.0,11000.0,8.0,0.0,2.4,1.9,4.1,5.7,26.3,260.0,2.0,-26.67,1.91
2021_Q1,INDIANA,2400.0,11000.0,24.0,0.0,4.8,0.7,5.4,4.4,34.1,20.0,0.0,0.0,4.09
2021_Q2,INDIANA,4000.0,13000.0,4.0,0.6,6.1,7.0,7.3,1.3,22.8,1000.0,8.0,18.18,1.77
2021_Q3,INDIANA,770.0,16500.0,10.0,5.2,1.9,17.4,23.7,2.3,39.3,1400.0,8.0,26.92,0.24
2021_Q4,INDIANA,130.0,14500.0,12.0,11.3,1.5,21.3,19.6,1.9,43.6,2400.0,17.0,-12.12,1.24
2022_Q1,INDIANA,1300.0,9500.0,31.0,1.7,9.7,3.6,11.5,5.9,28.5,30.0,0.0,-34.48,2.11
2022_Q2,INDIANA,5500.0,10000.0,16.0,0.5,7.2,4.2,5.0,4.7,28.1,620.0,6.0,5.26,0.0
2022_Q3,INDIANA,370.0,14000.0,5.0,0.0,2.9,41.2,4.7,2.3,49.8,1300.0,9.0,40.0,0.29
2022_Q4,INDIANA,300.0,12500.0,18.0,18.2,17.1,20.7,23.4,14.8,43.1,1200.0,10.0,-10.71,1.44
2023_Q1,INDIANA,3200.0,7000.0,19.0,0.0,6.0,0.0,4.5,2.3,24.8,40.0,1.0,-44.0,2.86
2023_Q2,INDIANA,4100.0,9500.0,3.0,1.6,18.3,7.4,5.6,3.0,23.8,1500.0,16.0,35.71,3.16
2015_Q1,IOWA,1700.0,17500.0,18.0,4.6,18.0,3.4,0.7,3.4,26.0,270.0,2.0,,
2015_Q2,IOWA,6500.0,24000.0,6.0,2.9,2.7,7.8,5.1,1.9,21.5,3100.0,13.0,37.14,
2015_Q3,IOWA,640.0,37000.0,8.0,0.1,5.6,4.7,5.8,3.4,17.4,680.0,2.0,54.17,
2015_Q4,IOWA,40.0,35000.0,12.0,0.6,24.8,6.4,0.9,1.4,53.4,30.0,0.0,-5.41,
2016_Q1,IOWA,90.0,13000.0,22.0,13.8,24.0,2.7,14.4,4.8,52.8,0.0,0.0,-62.86,
2016_Q2,IOWA,26000.0,26000.0,9.0,18.7,6.0,0.6,17.8,5.7,23.5,760.0,3.0,100.0,
2016_Q3,IOWA,10500.0,50000.0,11.0,0.8,2.4,16.7,3.4,5.6,32.6,2400.0,5.0,92.31,
2016_Q4,IOWA,0.0,54000.0,9.0,8.9,11.4,9.0,9.8,6.3,18.7,20.0,0.0,8.0,
2017_Q1,IOWA,70.0,15500.0,19.0,8.4,11.9,12.0,8.3,11.7,33.6,0.0,0.0,-71.3,
2017_Q2,IOWA,23000.0,23000.0,10.0,7.5,8.1,26.6,27.6,0.9,39.3,3900.0,17.0,48.39,
2017_Q3,IOWA,2100.0,43000.0,5.0,2.4,4.0,3.9,7.2,2.2,17.2,4000.0,9.0,86.96,
2017_Q4,IOWA,250.0,45000.0,14.0,12.3,17.9,32.6,25.5,5.5,61.0,3400.0,8.0,4.65,
2018_Q1,IOWA,270.0,44000.0,5.0,0.3,0.6,0.6,1.1,1.4,5.3,110.0,0.0,-2.22,
2018_Q2,IOWA,15500.0,47000.0,9.0,0.9,8.4,7.9,9.3,0.3,12.7,4800.0,10.0,6.82,
2018_Q3,IOWA,1200.0,57000.0,6.0,8.5,1.9,0.4,9.8,0.4,29.9,990.0,2.0,21.28,
2018_Q4,IOWA,630.0,21000.0,20.0,8.9,29.4,31.6,27.2,5.6,55.1,80.0,0.0,-63.16,
2019_Q1,IOWA,170.0,11500.0,14.0,0.6,7.7,0.3,1.7,3.5,34.8,140.0,1.0,-45.24,2.35
